"23.19x8.03","21.91x8.945","23.14x9.057","16.94x9.036","15.08x9.052","15.923x9.062","21.953x9.917","23.217x10.031","15.066x10.026","17.975x10.023","13.997x10.029","13.067x10.032","18.905x10.014","16.978x10.032","16.035x10.042","20.064x10.029","18.988x10.882","21.894x10.882","10.9x10.966","20.978x10.96","20.026x10.981","23.144x11.007","9.878x11.025","17.961x10.997","12.097x11.03","16.945x11.013","12.988x11.02","14.049x11.02","14.97x11.039","15.996x11.029","21.902x11.876","10.819x11.906","20.127x11.949","18.948x11.982","9.918x11.98","12.1x12.027","14.008x12.005","13.051x12.001","9.026x12.0","17.966x11.997","15.034x12.009","20.959x12.004","16.994x12.015","23.198x12.041","21.916x12.895","10.894x12.913","20.061x12.953","17.915x12.951","20.979x12.956","9.041x12.957","18.989x12.975","23.191x13.006","5.921x12.991","17.002x12.98","12.111x13.017","9.873x12.989","14.008x12.992","6.944x13.003","7.853x12.993","13.028x13.006","15.982x13.007","24.049x13.007","14.974x13.011","21.935x13.915","10.832x13.965","6.93x13.988","24.104x13.985","23.158x14.011","20.957x14.0","20.128x14.004","7.919x14.027","9.023x14.02","9.925x14.03","18.991x14.062","16.994x14.048","12.095x14.069","16.007x14.051","14.956x14.063","17.917x14.067","14.041x14.078","13.071x14.093","21.958x14.851","10.862x14.892","20.916x14.963","7.879x14.978","9.063x14.976","17.977x14.973","6.959x14.974","16.934x14.977","9.914x14.989","12.111x15.026","15.998x14.998","20.093x14.993","13.006x15.009","23.164x15.021","15.045x15.019","24.129x15.047","21.922x15.879","10.82x15.892","20.983x15.932","20.018x15.941","18.999x15.959","9.026x15.958","9.953x15.949","6.959x15.959","23.189x15.998","24.114x15.977","17.014x15.978","18.005x15.962","7.903x15.978","13.996x15.98","13.07x15.984","12.074x16.014","15.03x15.989","15.978x15.997","21.927x16.898","10.885x16.933","16.992x16.963","20.917x16.977","7.915x16.987","17.949x16.989","6.938x16.995","9.017x16.991","23.18x17.007","9.863x17.005","18.975x17.013","20.097x17.006","14.012x17.029","15.974x17.027","12.101x17.058","13.035x17.042","14.987x17.052","24.028x17.067","21.899x17.873","10.866x17.897","17.916x17.958","20.961x17.942","9.938x17.97","17.001x17.975","20.089x17.971","8.973x17.982","7.965x17.985","6.875x18.004","18.978x18.003","13.987x18.01","15.009x18.014","15.985x18.016","23.173x18.023","13.073x18.017","12.092x18.053","24.036x18.03","21.909x18.845","9.006x18.925","10.832x18.958","20.103x18.952","20.978x18.954","17.05x18.959","17.903x18.961","18.945x18.982","12.113x19.004","23.173x18.99","9.91x18.971","13.99x18.976","13.036x18.99","15.959x18.985","24.094x18.984","15.022x18.993","7.89x19.028","21.948x19.901","10.842x19.907","20.951x19.984","20.069x19.988","9.058x19.998","19.01x20.01","16.926x20.015","23.176x20.025","14.052x20.011","7.87x20.018","16.015x20.022","12.987x20.036","12.113x20.056","24.128x20.041","14.955x20.053","17.961x20.062","9.967x20.111","21.932x20.881","10.877x20.916","9.911x20.964","9.045x20.969","19.026x20.974","17.037x20.97","20.082x20.973","17.896x20.982","13.062x20.989","23.148x21.004","13.975x20.996","15.964x20.999","20.924x21.0","15.062x21.012","12.122x21.033","24.175x21.02","24.972x21.072","21.957x21.903","10.855x21.949","17.951x21.945","17.054x21.97","19.026x21.977","23.16x21.998","20.936x21.986","12.165x22.017","20.1x21.988","9.929x21.998","24.074x21.998","16.054x22.014","14.067x22.016","13.016x22.024","14.916x22.03","9.004x22.029","21.939x22.896","10.93x22.914","23.18x23.023","20.959x22.974","20.09x22.988","9.072x22.999","9.894x23.009","19.005x23.012","18.021x23.019","14.0x23.025","16.036x23.024","16.984x23.031","15.018x23.031","24.147x23.029","12.124x23.068","25.091x23.07","13.072x23.08","19.014x23.931","21.948x23.872","10.889x23.881","20.968x23.96","9.911x23.982","16.095x23.98","17.017x23.979","17.99x23.979","20.138x23.988","14.013x23.987","14.978x23.994","13.091x24.002","24.11x24.018","12.11x24.043","25.065x24.027","23.165x24.07","21.928x24.926","14.011x24.994","21.044x24.999","23.214x25.027","20.06x25.023","13.174x25.027","19.002x25.031","17.98x25.037","25.056x25.042","16.034x25.045","15.0x25.056","17.039x25.058","24.192x25.058"
"RPS25",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,6,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,2,1,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,5,0,0,2,0,0,1,4,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,0,0,2,0,0,0,0,4,1,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,1,0,0,0,0,1,4,2,3,2,0,2,2,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,2,3,4,0,1,0,1,1,1,5,0,0,3,2,0,0,0,1,1,0,1,1,0,2,0,3,0,2,0,0,0,0,0,0,1,1,0,1,2,4,0
"CRCP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0
"C1QB",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,2,0,0,0,5,0,0,0,5,1,2,3,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,6,0,0,0,1,1,4,0,3,0,3,3,2,1,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,3,0,0,0,1,0,0,0,0,0,1,0
"RPS26",0,9,2,0,0,0,0,1,0,1,3,1,1,0,1,18,0,7,0,10,6,0,0,1,0,1,0,0,0,1,9,1,2,2,1,0,0,0,0,9,0,2,0,0,15,2,0,2,9,0,3,7,0,2,3,1,0,2,1,0,0,4,1,7,0,0,5,12,2,0,0,1,0,0,0,1,0,0,3,1,1,3,0,0,0,0,3,0,2,0,0,2,3,0,0,3,0,2,1,0,0,0,2,1,0,4,12,2,2,3,0,1,4,10,2,1,1,2,0,2,3,0,0,1,0,0,3,0,2,0,0,5,2,4,2,1,2,1,1,2,2,8,0,0,0,3,0,5,2,2,0,2,2,0,0,5,0,1,3,0,3,0,0,1,1,4,0,0,5,4,0,4,2,0,0,2,2,0,0,0,0,2,2,0,5,0,1,1,0,1,3,2,0,2,1,1,2,2,1,2,0,1,1,1,7,1,3,4,1,2,3,3,4,1,4,5,3,4,2,1,0,2,4,1,8,1,2,1,1,0,4,0,9,3,1,5,1,6,1,3,1,6,4,0,4,0,1,1,4,0,0,5,1,2,0,0,4,3,7,1,1,8,9,1
"TXLNG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"SUV420H1",0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,2,1,1,0,0,0,1,1,0,0,1,0,1,2,0,0,0,1,0,0,2,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,5,0
"LRCH4",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,3,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"FAM173A",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,3,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,1,1,4,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,3,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,1,0,0,1,0,0,1,0,1,0,0,2,0,0,0,0,1,0,0,1,0,1,2,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0
"RNF103",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,2,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
"KLHL17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PRSS8",0,8,6,0,1,1,1,2,0,0,1,0,0,1,2,25,2,3,1,9,3,0,0,0,0,12,0,0,0,2,24,0,1,0,2,0,0,0,0,14,0,0,2,2,13,1,3,4,5,0,2,3,0,0,0,5,0,0,0,0,0,0,0,2,0,1,1,3,0,4,2,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,2,0,0,8,0,6,0,3,0,4,2,2,2,0,0,0,0,3,5,1,0,0,1,9,1,0,0,0,0,1,1,1,0,1,1,0,1,4,0,2,3,2,0,5,0,2,1,5,1,0,4,0,0,3,1,4,0,0,2,0,1,0,0,1,0,0,0,2,0,4,0,0,0,0,0,4,0,0,0,0,0,1,1,2,0,1,1,0,0,2,2,1,4,0,0,0,2,1,0,2,3,1,1,2,0,1,0,2,1,1,1,0,0,2,0,3,0,0,1,3,2,1,1,1,1,0,2,0,1,6,1,0,1,5,11,1,1,1,5,3,0,6,4,1,0,8,1,1,1,1,3,7,1,1,1,0,2,1,14,0,1,3,0,2,2,0,1,0,5,0,0,7,1,4
"THUMPD1",0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,1,0,1,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,4,0
"DRG1",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,0,0,0,4,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,2,3,0,0,1,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,2,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"A2M",0,1,0,0,0,1,2,0,0,5,1,0,0,4,0,11,0,8,0,0,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,2,2,0,0,0,0,6,0,0,1,0,1,0,1,0,3,1,0,2,1,1,0,0,0,0,2,3,0,5,0,0,5,4,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,2,1,1,0,1,0,0,0,0,1,2,0,4,1,24,1,2,0,1,0,0,0,0,0,1,5,0,6,3,0,1,6,0,1,1,0,1,0,0,0,2,1,0,1,3,0,2,8,4,3,0,0,1,9,2,1,0,2,1,1,2,2,1,0,0,0,0,0,5,2,1,0,1,1,1,2,8,3,0,1,0,3,1,0,1,0,0,0,1,0,4,0,6,4,1,3,0,1,4,0,3,2,0,2,8,0,14,1,7,4,0,1,3,5,4,0,1,2,0,3,0,1,0,0,1,1,4,8,1,2,0,9,2,8,1,1,2,1,0,0,2,0,4,1,1,4,3,5,1,1,1,1,6,3,4,5,0,0,0,1,0,3,0,1,5,0,3,2,2,1,1,0
"HPN",0,3,1,0,3,0,1,0,1,3,0,0,1,0,0,32,1,1,1,19,2,0,0,2,0,0,0,0,0,2,11,1,0,0,0,1,1,0,0,10,1,3,1,1,4,0,0,3,0,0,2,8,0,0,0,1,0,1,0,0,1,0,0,2,0,0,2,13,1,3,0,1,0,0,2,0,1,1,0,0,2,1,0,1,1,0,0,0,2,0,0,1,1,0,0,6,0,1,0,1,1,4,0,0,0,0,2,2,0,1,0,0,3,19,1,0,0,4,2,1,2,1,0,0,0,1,3,5,2,0,0,6,2,1,1,3,0,1,2,0,0,0,0,1,1,5,2,0,1,0,3,0,1,1,1,0,0,1,0,0,1,0,3,0,0,0,2,0,4,6,0,1,0,0,2,5,3,0,0,3,0,3,2,1,0,0,0,0,1,1,1,9,0,3,0,5,5,2,3,4,0,1,3,2,1,1,3,1,1,3,3,0,0,0,1,3,0,1,1,5,1,0,4,0,6,0,1,3,3,1,8,0,5,1,1,4,0,5,1,0,1,4,5,0,1,0,0,1,6,0,1,2,2,2,0,0,8,2,7,1,0,9,4,3
"ARPP19",0,3,2,0,0,0,0,0,0,0,1,0,0,0,0,12,2,3,0,18,0,1,0,0,1,1,0,0,0,1,8,0,0,0,0,1,0,2,0,1,0,0,0,3,3,0,0,4,0,0,0,3,0,0,0,1,0,0,0,0,0,2,0,1,0,0,1,10,1,0,0,0,0,0,0,3,0,3,2,0,0,0,0,0,0,1,1,0,2,0,0,4,1,0,1,1,1,1,0,0,0,0,0,0,0,0,2,1,0,2,0,0,1,8,0,0,0,2,3,0,0,0,0,0,0,0,1,2,1,1,1,8,2,4,0,0,0,0,0,1,0,0,1,0,0,3,0,0,0,1,3,0,0,0,0,0,1,0,0,0,2,0,0,0,0,2,0,2,0,2,0,3,0,1,0,4,0,1,0,2,1,3,1,0,1,0,1,1,0,0,1,0,0,3,0,0,0,2,0,0,1,1,2,6,1,1,8,1,3,0,1,2,3,1,1,6,1,0,1,9,1,0,4,0,15,6,1,1,3,4,9,4,13,0,0,16,2,9,2,4,0,5,9,0,0,1,1,2,6,0,0,2,0,4,0,0,3,7,4,4,0,3,3,2
"ACTB",0,30,43,2,14,7,18,14,1,6,1,3,6,9,3,104,12,36,7,145,39,14,3,1,4,5,4,4,3,5,92,1,18,9,6,8,5,1,7,43,6,31,4,13,81,6,16,61,28,9,28,76,11,9,4,2,3,2,3,3,12,19,9,49,3,0,9,114,22,8,4,4,2,16,12,0,2,1,20,2,2,32,6,21,3,10,9,2,6,3,7,11,11,3,32,18,14,10,6,11,31,5,16,5,2,18,94,11,8,6,5,4,7,58,2,16,2,17,7,8,10,3,1,22,2,8,7,15,6,5,6,61,25,22,6,7,15,7,13,10,15,11,2,7,4,46,13,22,13,4,26,34,25,9,23,26,5,10,8,8,22,6,8,16,10,19,12,6,23,11,2,13,5,20,11,41,7,3,0,24,11,22,24,5,19,14,20,5,5,15,7,28,14,41,24,11,30,17,45,29,7,19,21,16,13,23,25,17,18,37,13,11,40,14,15,12,19,9,21,42,30,19,42,13,51,34,20,6,11,39,31,43,67,6,12,78,28,39,35,51,13,37,54,15,6,4,7,16,53,11,50,38,13,34,12,25,53,31,63,8,7,30,78,27
"ZFP36L1",0,4,1,0,0,0,0,1,1,0,0,0,2,2,1,6,0,5,0,4,1,0,1,0,1,1,0,2,0,1,1,0,0,0,0,0,3,0,0,1,0,1,0,1,4,1,1,3,1,0,2,11,0,0,1,0,0,3,0,0,0,2,0,3,0,0,5,4,1,2,1,3,0,1,0,0,0,0,0,0,0,1,1,2,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1,6,0,1,1,0,0,1,3,0,1,1,1,0,1,4,0,0,7,0,0,0,1,0,0,0,7,5,2,0,9,1,0,2,3,10,8,0,1,0,4,0,4,0,1,3,1,4,0,2,4,1,1,1,0,1,0,1,0,0,3,0,2,0,2,1,11,2,2,1,2,0,0,0,0,0,6,2,3,6,1,2,0,0,8,2,2,4,1,7,0,3,1,4,1,0,3,1,0,1,3,4,8,1,2,5,5,3,1,4,0,3,2,11,2,4,4,7,5,2,2,2,2,2,7,1,3,1,5,1,8,3,3,1,2,1,8,9,5,1,1,0,1,1,2,3,2,4,7,0,0,0,4,5,1,6,11,3,5
"SCAMP2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,4,0,1
"RPS18",0,12,4,2,5,5,7,5,2,16,4,3,10,8,5,42,2,18,2,31,14,7,4,4,2,5,3,4,1,6,21,0,9,0,2,7,0,2,1,15,2,10,3,7,16,4,5,9,14,3,8,22,2,10,2,3,2,3,1,3,4,7,3,15,2,1,8,24,2,5,2,0,2,1,5,8,5,2,2,4,6,6,2,10,4,5,2,5,4,2,6,9,2,2,6,11,3,10,2,4,12,6,4,2,5,6,31,4,12,13,5,2,6,15,3,14,6,10,3,10,11,2,6,9,1,5,7,6,7,2,4,15,13,11,2,5,11,3,6,6,13,16,0,6,5,27,8,8,5,6,5,3,23,5,6,8,7,5,6,12,6,3,1,3,2,4,8,10,6,6,2,6,14,5,5,7,4,1,3,3,4,8,11,5,14,0,10,14,5,5,5,9,8,8,5,8,10,1,21,15,7,5,13,5,5,11,2,7,2,15,7,6,10,13,9,8,8,4,3,13,10,4,3,7,6,5,5,8,3,5,7,3,11,0,3,19,7,9,11,9,4,7,9,6,5,4,2,4,7,1,6,9,2,8,6,2,6,7,12,4,2,10,18,2
"RARS2",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0
"RABAC1",0,1,0,0,0,0,1,1,0,0,0,2,0,0,0,14,0,1,0,0,0,2,0,1,0,0,0,1,0,2,0,1,2,0,0,0,0,0,0,5,0,0,0,0,6,0,0,2,0,0,0,3,4,0,0,0,0,0,0,1,0,2,0,0,0,0,0,8,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,3,1,4,0,0,0,6,2,1,1,0,0,1,0,0,1,0,1,0,0,4,0,0,0,2,0,1,3,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,3,2,1,0,0,1,0,0,4,0,0,0,1,0,1,4,1,0,0,1,0,0,0,0,0,1,1,2,0,0,1,0,0,1,0,0,0,1,2,1,1,0,6,1,0,2,0,4,4,0,0,0,4,1,2,2,0,1,0,1,0,0,0,0,0,5,0,0,4,2,6,0,1,0,1,2,0,0,0,1,0,5,0,0,0,0,0,0,0,2,4,4,3,1,0,1,0
